doc_type	doc_id	num	date_str	description	url_metadata	lang	url_pdf
lk_hansard	2025-09-24-2025-09-24	2025-09-24	2025-09-24	Hansard of September 24, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1759314058095637.pdf
lk_hansard	2025-09-23-2025-09-23	2025-09-23	2025-09-23	Hansard of September 23, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1758876121024768.pdf
lk_hansard	2025-09-12-2025-09-12	2025-09-12	2025-09-12	Hansard of September 12, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1758618446023035.pdf
lk_hansard	2025-09-11-2025-09-11	2025-09-11	2025-09-11	Hansard of September 11, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1758278142029989.pdf
lk_hansard	2025-09-10-2025-09-10	2025-09-10	2025-09-10	Hansard of September 10, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1758017450079419.pdf
lk_hansard	2025-09-09-2025-09-09	2025-09-09	2025-09-09	Hansard of September 09, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1757672711095734.pdf
lk_hansard	2025-08-22-2025-08-22	2025-08-22	2025-08-22	Hansard of August 22, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1756894696039492.pdf
lk_hansard	2025-08-21-2025-08-21	2025-08-21	2025-08-21	Hansard of August 21, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1757391500023637.pdf
lk_hansard	2025-08-20-2025-08-20	2025-08-20	2025-08-20	Hansard of August 20, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1756378373069107.pdf
lk_hansard	2025-08-19-2025-08-19	2025-08-19	2025-08-19	Hansard of August 19, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1755860432040633.pdf
lk_hansard	2025-08-07-2025-08-07	2025-08-07	2025-08-07	Hansard of August 07, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1755509552009433.pdf
lk_hansard	2025-08-06-2025-08-06	2025-08-06	2025-08-06	Hansard of August 06, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1755159820030645.pdf
lk_hansard	2025-08-05-2025-08-05	2025-08-05	2025-08-05	Hansard of August 05, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1754902606038704.pdf
lk_hansard	2025-07-25-2025-07-25	2025-07-25	2025-07-25	Hansard of July 25, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1754382585021621.pdf
lk_hansard	2025-07-24-2025-07-24	2025-07-24	2025-07-24	Hansard of July 24, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1754026625097211.pdf
lk_hansard	2025-07-23-2025-07-23	2025-07-23	2025-07-23	Hansard of July 23, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1754386160089643.pdf
lk_hansard	2025-07-22-2025-07-22	2025-07-22	2025-07-22	Hansard of July 22, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1753443916033328.pdf
lk_hansard	2025-07-11-2025-07-11	2025-07-11	2025-07-11	Hansard of July 11, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1753082553092748.pdf
lk_hansard	2025-07-09-2025-07-09	2025-07-09	2025-07-09	Hansard of July 09, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1752660241032216.pdf
lk_hansard	2025-07-08-2025-07-08	2025-07-08	2025-07-08	Hansard of July 08, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1752482630017444.pdf
lk_hansard	2025-06-30-2025-06-30	2025-06-30	2025-06-30	Hansard of June 30, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1752037071094166.pdf
lk_hansard	2025-06-20-2025-06-20	2025-06-20	2025-06-20	Hansard of June 20, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1751600792021434.pdf
lk_hansard	2025-06-19-2025-06-19	2025-06-19	2025-06-19	Hansard of June 19, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1751430648025512.pdf
lk_hansard	2025-06-18-2025-06-18	2025-06-18	2025-06-18	Hansard of June 18, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1751280704002343.pdf
lk_hansard	2025-06-17-2025-06-17	2025-06-17	2025-06-17	Hansard of June 17, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1750929357043199.pdf
lk_hansard	2025-06-06-2025-06-06	2025-06-06	2025-06-06	Hansard of June 06, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1750753418078417.pdf
lk_hansard	2025-06-05-2025-06-05	2025-06-05	2025-06-05	Hansard of June 05, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1750828922068945.pdf
lk_hansard	2025-06-04-2025-06-04	2025-06-04	2025-06-04	Hansard of June 04, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1750240054043973.pdf
lk_hansard	2025-06-03-2025-06-03	2025-06-03	2025-06-03	Hansard of June 03, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1750149440002739.pdf
lk_hansard	2025-05-23-2025-05-23	2025-05-23	2025-05-23	Hansard of May 23, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1750228312097834.pdf
lk_hansard	2025-05-22-2025-05-22	2025-05-22	2025-05-22	Hansard of May 22, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1750307293077610.pdf
lk_hansard	2025-05-21-2025-05-21	2025-05-21	2025-05-21	Hansard of May 21, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1749121318003248.pdf
lk_hansard	2025-05-20-2025-05-20	2025-05-20	2025-05-20	Hansard of May 20, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1749010823009957.pdf
lk_hansard	2025-05-09-2025-05-09	2025-05-09	2025-05-09	Hansard of May 09, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1748600585013314.pdf
lk_hansard	2025-05-08-2025-05-08	2025-05-08	2025-05-08	Hansard of May 08, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1748426168056758.pdf
lk_hansard	2025-04-10-2025-04-10	2025-04-10	2025-04-10	Hansard of April 10, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1747999742032122.pdf
lk_hansard	2025-04-09-2025-04-09	2025-04-09	2025-04-09	Hansard of April 09, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1747807095041246.pdf
lk_hansard	2025-04-08-2025-04-08	2025-04-08	2025-04-08	Hansard of April 08, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1747715041076408.pdf
lk_hansard	2025-03-21-2025-03-21	2025-03-21	2025-03-21	Hansard of March 21, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1747297753031842.pdf
lk_hansard	2025-03-20-2025-03-20	2025-03-20	2025-03-20	Hansard of March 20, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1746596381071973.pdf
lk_hansard	2025-03-19-2025-03-19	2025-03-19	2025-03-19	Hansard of March 19, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1748499233099643.pdf
lk_hansard	2025-03-18-2025-03-18	2025-03-18	2025-03-18	Hansard of March 18, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1745915246032615.pdf
lk_hansard	2025-03-17-2025-03-17	2025-03-17	2025-03-17	Hansard of March 17, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1745486934006324.pdf
lk_hansard	2025-03-15-2025-03-15	2025-03-15	2025-03-15	Hansard of March 15, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1745317151078324.pdf
lk_hansard	2025-03-14-2025-03-14	2025-03-14	2025-03-14	Hansard of March 14, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1744281136023320.pdf
lk_hansard	2025-03-12-2025-03-12	2025-03-12	2025-03-12	Hansard of March 12, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1744106534050382.pdf
lk_hansard	2025-03-11-2025-03-11	2025-03-11	2025-03-11	Hansard of March 11, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1743759139093629.pdf
lk_hansard	2025-03-10-2025-03-10	2025-03-10	2025-03-10	Hansard of March 10, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1743651953052186.pdf
lk_hansard	2025-03-08-2025-03-08	2025-03-08	2025-03-08	Hansard of March 08, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1743142289059261.pdf
lk_hansard	2025-03-07-2025-03-07	2025-03-07	2025-03-07	Hansard of March 07, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1743066559006904.pdf
lk_hansard	2025-03-06-2025-03-06	2025-03-06	2025-03-06	Hansard of March 06, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1742798688089503.pdf
lk_hansard	2025-03-05-2025-03-05	2025-03-05	2025-03-05	Hansard of March 05, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1742473561091594.pdf
lk_hansard	2025-03-04-2025-03-04	2025-03-04	2025-03-04	Hansard of March 04, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1742359468086980.pdf
lk_hansard	2025-03-03-2025-03-03	2025-03-03	2025-03-03	Hansard of March 03, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1742268353096939.pdf
lk_hansard	2025-03-01-2025-03-01	2025-03-01	2025-03-01	Hansard of March 01, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1741955797040395.pdf
lk_hansard	2025-02-28-2025-02-28	2025-02-28	2025-02-28	Hansard of February 28, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1741927369029372.pdf
lk_hansard	2025-02-27-2025-02-27	2025-02-27	2025-02-27	Hansard of February 27, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1741437399068186.pdf
lk_hansard	2025-02-25-2025-02-25	2025-02-25	2025-02-25	Hansard of February 25, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1741258607035810.pdf
lk_hansard	2025-02-24-2025-02-24	2025-02-24	2025-02-24	Hansard of February 24, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1741236032093385.pdf
lk_hansard	2025-02-22-2025-02-22	2025-02-22	2025-02-22	Hansard of February 22, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1741001658041256.pdf
lk_hansard	2025-02-21-2025-02-21	2025-02-21	2025-02-21	Hansard of February 21, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1740809173064396.pdf
lk_hansard	2025-02-20-2025-02-20	2025-02-20	2025-02-20	Hansard of February 20, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1740657427093848.pdf
lk_hansard	2025-02-19-2025-02-19	2025-02-19	2025-02-19	Hansard of February 19, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1740397565032971.pdf
lk_hansard	2025-02-18-2025-02-18	2025-02-18	2025-02-18	Hansard of February 18, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1740219460090985.pdf
lk_hansard	2025-02-17-2025-02-17	2025-02-17	2025-02-17	Hansard of February 17, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1740119376022420.pdf
lk_hansard	2025-02-14-2025-02-14	2025-02-14	2025-02-14	Hansard of February 14, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1739959022084634.pdf
lk_hansard	2025-02-07-2025-02-07	2025-02-07	2025-02-07	Hansard of February 07, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1739786070060795.pdf
lk_hansard	2025-02-06-2025-02-06	2025-02-06	2025-02-06	Hansard of February 06, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1739271735020022.pdf
lk_hansard	2025-02-05-2025-02-05	2025-02-05	2025-02-05	Hansard of February 05, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1739175806099814.pdf
lk_hansard	2025-01-24-2025-01-24	2025-01-24	2025-01-24	Hansard of January 24, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1738563571096592.pdf
lk_hansard	2025-01-23-2025-01-23	2025-01-23	2025-01-23	Hansard of January 23, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1738314169039521.pdf
lk_hansard	2025-01-22-2025-01-22	2025-01-22	2025-01-22	Hansard of January 22, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1739261035021938.pdf
lk_hansard	2025-01-21-2025-01-21	2025-01-21	2025-01-21	Hansard of January 21, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1737707091008005.pdf
lk_hansard	2025-01-10-2025-01-10	2025-01-10	2025-01-10	Hansard of January 10, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1737366385042716.pdf
lk_hansard	2025-01-09-2025-01-09	2025-01-09	2025-01-09	Hansard of January 09, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1738229262040729.pdf
lk_hansard	2025-01-08-2025-01-08	2025-01-08	2025-01-08	Hansard of January 08, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1737023464031571.pdf
lk_hansard	2025-01-07-2025-01-07	2025-01-07	2025-01-07	Hansard of January 07, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1736487038022510.pdf
lk_hansard	2024-12-18-2024-12-18	2024-12-18	2024-12-18	Hansard of December 18, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1735286612086554.pdf
lk_hansard	2024-12-17-2024-12-17	2024-12-17	2024-12-17	Hansard of December 17, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1734685396083959.pdf
lk_hansard	2024-12-06-2024-12-06	2024-12-06	2024-12-06	Hansard of December 06, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1734424725051921.pdf
lk_hansard	2024-12-05-2024-12-05	2024-12-05	2024-12-05	Hansard of December 05, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1734081038099638.pdf
lk_hansard	2024-12-04-2024-12-04	2024-12-04	2024-12-04	Hansard of December 04, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1733893521018713.pdf
lk_hansard	2024-12-03-2024-12-03	2024-12-03	2024-12-03	Hansard of December 03, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1733459564028450.pdf
lk_hansard	2024-11-21-2024-11-21	2024-11-21	2024-11-21	Hansard of November 21, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1733129733009213.pdf
lk_hansard	2024-09-04-2024-09-04	2024-09-04	2024-09-04	Hansard of September 04, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1726136307029282.pdf
lk_hansard	2024-09-03-2024-09-03	2024-09-03	2024-09-03	Hansard of September 03, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1725872549048050.pdf
lk_hansard	2024-08-21-2024-08-21	2024-08-21	2024-08-21	Hansard of August 21, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1724667241009674.pdf
lk_hansard	2024-08-09-2024-08-09	2024-08-09	2024-08-09	Hansard of August 09, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1723799603056387.pdf
lk_hansard	2024-08-08-2024-08-08	2024-08-08	2024-08-08	Hansard of August 08, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1723699436081013.pdf
lk_hansard	2024-08-07-2024-08-07	2024-08-07	2024-08-07	Hansard of August 07, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1723527507075483.pdf
lk_hansard	2024-08-06-2024-08-06	2024-08-06	2024-08-06	Hansard of August 06, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1723192998036558.pdf
lk_hansard	2024-07-26-2024-07-26	2024-07-26	2024-07-26	Hansard of July 26, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1722854595016174.pdf
lk_hansard	2024-07-25-2024-07-25	2024-07-25	2024-07-25	Hansard of July 25, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1722840995013814.pdf
lk_hansard	2024-07-24-2024-07-24	2024-07-24	2024-07-24	Hansard of July 24, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1722522688084421.pdf
lk_hansard	2024-07-23-2024-07-23	2024-07-23	2024-07-23	Hansard of July 23, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1722328607041639.pdf
lk_hansard	2024-07-12-2024-07-12	2024-07-12	2024-07-12	Hansard of July 12, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1721891520065325.pdf
lk_hansard	2024-07-11-2024-07-11	2024-07-11	2024-07-11	Hansard of July 11, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1721730339072055.pdf
lk_hansard	2024-07-10-2024-07-10	2024-07-10	2024-07-10	Hansard of July 10, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1721291388064333.pdf
lk_hansard	2024-07-09-2024-07-09	2024-07-09	2024-07-09	Hansard of July 09, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1721119767050253.pdf
lk_hansard	2024-07-02-2024-07-02	2024-07-02	2024-07-02	Hansard of July 02, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1720431530025250.pdf
